,Aidat (TL),Balkon,Banyo Sayısı,Bina Yaşı,Bulunduğu Kat,Depozito (TL),Eşyalı,Isıtma,Kat Sayısı,Kullanım Durumu,Oda Sayısı,Site İçerisinde,ad_link,ad_title,county,district,id,m² (Brüt),m² (Net),price,seller_link,seller_name,İlan No,İlan Tarihi
766,Belirtilmemiş,Var,2,3,Bahçe Katı,Belirtilmemiş,Hayır,Doğalgaz (Kombi),4,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-antora-dan-konaklar-da-kiralik-ultra-lux-3-plus1-bahce-dublex-642513678/detay,ANTORA'dan KONAKLAR'da KİRALIK ULTRA LÜX 3+1 BAHÇE DUBLEX,Konyaaltı,Arapsuyu,642513678,220,220.0,4000 TL,https://antorarealestate.sahibinden.com/,ANTORA REAL ESTATE,642513678,02 Şubat 2019
767,30,Var,1,5-10 arası,5,900,Hayır,Klima,5,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-cati-kati-1-plus1-acik-mutfak-klimali-656775645/detay,ÇATI KATI 1+1 AÇIK MUTFAK KliMALI,Konyaaltı,Arapsuyu,656775645,55,40.0,900 TL,https://ozorhanemlak.sahibinden.com/,ÖZORHAN EMLAK,656775645,05 Şubat 2019
768,Belirtilmemiş,Var,1,21-25 arası,1,Belirtilmemiş,Hayır,Klima,4,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-konyaalti-caddesinde-deniz-goren-kiralik-daire-3-plus1-hemen-arayin-657208725/detay,KONYAALTI CADDESINDE DENIZ GOREN KIRALIK DAIRE 3+1 HEMEN ARAYIN,Muratpasa,Bahcelievler,657208725,175,160.0,2100 TL,https://remaxeksper.sahibinden.com/,REMAX EKSPER,657208725,06 Şubat 2019
769,150,Var,1,1,4,1.750,Hayır,Klima,4,Boş,2+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-limanda-luks-site-icinde-kiralik-daire-654926666/detay,LİMANDA LÜKS SİTE İÇİNDE KİRALIK DAİRE,Konyaaltı,Arapsuyu,654926666,90,85.0,1750 TL,https://sungayrimenkuldanismanlik.sahibinden.com/,SUN GAYRİMENKUL VE DANIŞMANLIK,654926666,01 Şubat 2019
770,50,Var,1,2,1,Belirtilmemiş,Hayır,Klima,3,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-konuksever-de-2-plus1-110m2-1.kat-asansorlu-tertemiz-kiralik-daire-655383759/detay,KONUKSEVER'DE 2+1 110m2 1.KAT ASANSÖRLÜ TERTEMİZ KİRALIK DAİRE,Muratpasa,Eskisanayi,655383759,110,105.0,900 TL,https://demirozyapi.sahibinden.com/,DEMİRÖZ EMLAK,655383759,02 Şubat 2019
771,Belirtilmemiş,Var,1,5-10 arası,Kot 4,1.250,Hayır,Klima,4,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-konya-alti-konaklar-bolgesinde-kiralik-654919146/detay,KONYA ALTI KONAKLAR BÖLGESİNDE KİRALIK,Konyaaltı,Arapsuyu,654919146,150,110.0,1250 TL,https://demirdemirgayrimenkul.sahibinden.com/,DEMİR DEMİR GAYRİMENKUL YATIRIM,654919146,01 Şubat 2019
772,Belirtilmemiş,Var,1,4,4,Belirtilmemiş,Hayır,Yok,4,Boş,3+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kiralik-daire-3-plus1-dublex-hurma-merkezde-642510480/detay,KİRALIK DAİRE 3+1 DUBLEX HURMA MERKEZDE,Konyaaltı,Merkez,642510480,155,130.0,1300 TL,https://ozbilekemlakofisigayrimenkul.sahibinden.com/,ÖZBİLEK EMLAK OFİSİ VE GAYRİMENKUL,642510480,04 Şubat 2019
774,0,Var,1,4,Yüksek Giriş,749,Evet,Klima,5,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-gulverende-cok-genis-cok-uygun-full-esyali-1-plus1-656280430/detay,GÜLVERENDE ÇOK GENİŞ ÇOK UYGUN FULL EŞYALI 1+1!!!,Kepez,Ahatlı,656280430,80,70.0,749 TL,https://guneyemlakantalya.sahibinden.com/,PLATO GRUP GÜNEY EMLAK,656280430,04 Şubat 2019
775,Belirtilmemiş,Var,2,0,1,Belirtilmemiş,Hayır,Yok,4,Boş,3+1,,https://www.sahibinden.com/ilan/emlak-konut-kiralik-antalya-manzarali-site-ici-3-plus1-kiralik-daire-656272713/detay,ANTALYA MANZARALI SİTE İÇİ 3+1 KİRALIK DAİRE,Kepez,Erenkoy,656272713,140,135.0,1100 TL,https://antalyaliemlak.sahibinden.com/,ANTALYALI EMLAK,656272713,04 Şubat 2019
776,Belirtilmemiş,Var,1,4,Yüksek Giriş,800,Hayır,Klima,4,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-ofm-hastanesi-yakini-1-plus1-ayri-mutfakli-lux-kiralik-daire-642563234/detay,OFM HASTANESİ YAKINI 1+1 AYRI MUTFAKLI LÜX KİRALIK DAİRE,Kepez,Dokuma,642563234,90,75.0,800 TL,https://olgunlargayrimenkul.sahibinden.com/,OLGUNLAR GAYRİMENKUL,642563234,03 Şubat 2019
777,Belirtilmemiş,Var,1,5-10 arası,2,Belirtilmemiş,Hayır,Yok,4,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kiziltoprak-mahallesi-3-plus1-genis-arakat-kiralik-daire-657187435/detay,KIZILTOPRAK MAHALLESİ 3+1 GENİŞ ARAKAT KİRALIK DAİRE,Muratpasa,Kızıltoprak,657187435,145,145.0,1000 TL,https://sgkemlak.sahibinden.com/,SGK EMLAK,657187435,06 Şubat 2019
778,Belirtilmemiş,Var,1,0,3,Belirtilmemiş,Hayır,Klima,4,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-hurmada-site-icerisinde-1-plus1-70-m2-kiralik-daire-642235314/detay,HURMADA SİTE İÇERİSİNDE 1+1 70 M2 KİRALIK DAİRE,Konyaaltı,Merkez,642235314,70,60.0,900 TL,https://butikgayrimenkul.sahibinden.com/,BUTİK GAYRİMENKUL,642235314,02 Şubat 2019
779,20,Var,1,5-10 arası,Yüksek Giriş,1.200,Hayır,Klima,2,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-hakan-gayrimenkulden-terracity-arkasinda-genis-bahceli-656262073/detay,HAKAN GAYRİMENKULDEN TERRACİTY ARKASINDA GENİŞ BAHÇELİ,Muratpasa,Fener,656262073,83,70.0,1200 TL,https://hakangayrimenkul.sahibinden.com/,HAKAN EMLAK GAYRİMENKUL ANTALYA,656262073,04 Şubat 2019
780,Belirtilmemiş,Yok,1,2,2,Belirtilmemiş,Evet,Klima,3,Boş,2+0,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-yesilyurtta-esyali-2-plus0-esyali-kiralik-daire-655347915/detay,YEŞİLYURTTA EŞYALI 2+0 EŞYALI KİRALIK DAİRE,Kepez,Duraliler,655347915,55,45.0,900 TL,https://vizyonemlakofisi.sahibinden.com/,VİZYON EMLAK OTOMOTİV,655347915,02 Şubat 2019
781,0,Yok,1,2,Kot 1,950,Evet,Klima,4,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-sahibinden-1-plus1-esyali-daire-654830852/detay,SAHİBİNDEN 1+1 EŞYALI DAİRE,Kepez,Ahatlı,654830852,50,45.0,950 TL,from owner,from owner,654830852,01 Şubat 2019
782,Belirtilmemiş,Var,1,11-15 arası,3,Belirtilmemiş,Evet,Klima,5,Mülk Sahibi,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-alanya-damlatasta-esyali-kiralik-daire-600911580/detay,ALANYA DAMLATAŞTA EŞYALI KİRALIK DAİRE,Alanya,Alanya,600911580,110,105.0,1700 TL,https://globalroyalgroup.sahibinden.com/,GLOBAL ROYAL GROUP,600911580,02 Şubat 2019
783,Belirtilmemiş,Var,2,4,4,1.250,Hayır,Klima,4,Boş,3+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-alanya-kestelde-denize-200-mt-site-ici-3-plus1-dublex-kiralik-daire-642682786/detay,ALANYA KESTELDE DENİZE 200 MT SİTE İÇİ 3+1 DUBLEX KİRALIK DAİRE,Alanya,Beldeler,642682786,140,135.0,1250 TL,https://demirciogludanismanlik.sahibinden.com/,DEMİRCİOĞLU,642682786,04 Şubat 2019
784,Belirtilmemiş,Var,1,5-10 arası,Yüksek Giriş,Belirtilmemiş,Evet,Klima,3,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-arapsuyunda-kiralik-esyali-2-plus1-daire-592671177/detay,ARAPSUYUNDA KİRALIK EŞYALI 2+1 DAİRE,Konyaaltı,Arapsuyu,592671177,115,115.0,1200 TL,https://ecringayimenkul.sahibinden.com/,ECRİN GAYRİMENKUL,592671177,01 Şubat 2019
785,0,Var,1,5-10 arası,1,1.500,Evet,Klima,5,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-2-plus1-esyali-barbaros-caddesi-653912289/detay,2+1 EŞYALI BARBAROS CADDESI,Alanya,Alanya,653912289,125,110.0,1500 TL,https://balciemlakdeniz.sahibinden.com/,BALCI EMLAK DENİZ,653912289,30 Ocak 2019
789,0,Var,1,5-10 arası,Yüksek Giriş,Belirtilmemiş,Evet,Klima,2,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-sahibinden-side-merkezi-konumda-genis%2Cesyali-2-plus1-kiralik-daire-655608495/detay,"SAHİBİNDEN SİDE MERKEZİ KONUMDA GENİŞ,EŞYALI 2+1 KİRALIK DAİRE",Manavgat,Manavgat,655608495,115,105.0,1500 TL,from owner,from owner,655608495,03 Şubat 2019
790,Belirtilmemiş,Var,2,16-20 arası,1,Belirtilmemiş,Hayır,Kat Kaloriferi,3,Mülk Sahibi,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-korkutelide-kiralik-kaloriferli-daire-653704032/detay,KORKUTELİDE KİRALIK KALORİFERLİ DAİRE,Korkuteli,Korkuteli,653704032,130,130.0,600 TL,from owner,from owner,653704032,30 Ocak 2019
791,50,Var,3,2,4,900,Hayır,Yok,4,Boş,5+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-dubleks-daire-653695286/detay,DUBLEKS DAİRE,Serik,Serik,653695286,230,220.0,900 TL,from owner,from owner,653695286,30 Ocak 2019
792,100,Var,2,3,5,1.000,Hayır,Klima,6,Boş,3+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-fevzi-cakmak-3-plus1-kiralik-gayrimenkul-firmasindan-653690919/detay,Fevzi Çakmak 3+1 Kiralık( GayriMenkul Firmasından),Kepez,Varsak,653690919,150,140.0,1000 TL,from owner,from owner,653690919,30 Ocak 2019
793,Belirtilmemiş,Yok,1,0,Kot 2,Belirtilmemiş,Evet,Klima,5,Boş,2+0,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-erasta-karsinda-kiralik-esyali-629993445/detay,ERASTA KARŞINDA KIRALIK ESYALI,Kepez,Ahatlı,629993445,65,50.0,900 TL,https://grandgroupgayrimenkul.sahibinden.com/,Grand Group Gayrimenkul,629993445,07 Şubat 2019
796,30,Var,1,5-10 arası,5,0,Hayır,Klima,7,Boş,3+1,,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kzilarikta-depozitosuz-3-plus1-uygun-daire-654206784/detay,KZILARIKTA DEPOZİTOSUZ 3+1 UYGUN DAİRE,Muratpasa,Yenigun,654206784,125,105.0,800 TL,https://heragayrimenkulantalya.sahibinden.com/,HERA GAYRİMENKUL ANTALYA,654206784,30 Ocak 2019
797,35,Var,1,11-15 arası,Yüksek Giriş,1.000,Hayır,Klima,3,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-pinarbasi-mahallesinde-kiralik-1-plus1-yuksek-giris-diare-654675690/detay,Pınarbaşı Mahallesinde Kiralık 1+1 Yüksek Giriş Diare,Konyaaltı,Arapsuyu,654675690,60,55.0,950 TL,https://surmeliinsaatemlak.sahibinden.com/,Sürmeli İnşaat Emlak,654675690,31 Ocak 2019
798,0,Var,1,5-10 arası,2,Belirtilmemiş,Evet,Klima,3,Mülk Sahibi,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-yaz-donemi-kas-merkezde-esyali-kiralik-daire-629991915/detay,YAZ DÖNEMİ kaş merkezde eşyalı kiralık daire,Kas,Kas,629991915,70,60.0,4500 TL,from owner,from owner,629991915,29 Ocak 2019
799,110,Belirtilmemiş,2,11-15 arası,8,Belirtilmemiş,Evet,Kat Kaloriferi,8,Boş,4+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-merkezi-konumda-asonsorlu-esyali-4-plus1-300m2-3000tl-492673729/detay,MERKEZİ KONUMDA ASONSORLU ESYALİ 4 +1 300M2 3000Tl,Muratpasa,Fener,492673729,300,270.0,3000 TL,https://marinaemlakantalya.sahibinden.com/,MARİNA EMLAK,492673729,01 Şubat 2019
800,Belirtilmemiş,Var,1,0,Giriş Katı,Belirtilmemiş,Hayır,Klima,4,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-antalya-muratpasa-guvenlik-calli-2-plus1-giris-sifir-kiralik-daire-653701288/detay,ANTALYA MURATPAŞA GÜVENLİK ÇALLI 2+1 GİRİŞ SIFIR KİRALIK DAİRE,Muratpasa,Meltem,653701288,100,80.0,900 TL,https://4d.sahibinden.com/,4D GAYRİMENKUL,653701288,29 Ocak 2019
801,Belirtilmemiş,Var,1,4,3,800,Hayır,Güneş Enerjisi,3,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-a-k-mutludan-park-cepheli-genis-2-plus1-gdk-gun-isili-656501133/detay,A K MUTLUDAN PARK CEPHELİ GENİŞ 2+1 GDK GÜN ISILI,Kepez,Ahatlı,656501133,95,85.0,800 TL,https://akmutluemlak.sahibinden.com/,AK MUTLU EMLAK,656501133,04 Şubat 2019
802,50,Var,2,4,2,2.000,Evet,Klima,4,Mülk Sahibi,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-alanya-da-lux-3-plus1-guney-cephe-full-esyali-ferah-daire-sahibinden-653663067/detay,ALANYA'DA LÜX 3+1 GÜNEY CEPHE FULL EŞYALI FERAH DAİRE SAHİBİNDEN,Alanya,Alanya,653663067,170,165.0,2050 TL,from owner,from owner,653663067,29 Ocak 2019
803,Belirtilmemiş,Var,1,5-10 arası,Kot 2,Belirtilmemiş,Hayır,Klima,5,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-3-plus1-145m2-kiralik-daire-653541291/detay,3+1 145m2 kiralık daire,Kepez,Varsak,653541291,145,145.0,750 TL,from owner,from owner,653541291,29 Ocak 2019
804,Belirtilmemiş,Belirtilmemiş,1,16-20 arası,Bahçe Katı,Belirtilmemiş,Evet,Klima,7,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-bahcelievlerde-1-plus1-giris-kat-481537200/detay,BAHCELIEVLERDE 1+1 GIRIS KAT,Muratpasa,Bahcelievler,481537200,55,,1100 TL,from owner,from owner,481537200,29 Ocak 2019
805,60,Var,1,3,2,1.100,Belirtilmemiş,Klima,4,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-lux-3-plus1-katta-tek-daire-aritma-sistemli-655582047/detay,Lüx 3+1 katta tek daire arıtma sistemli,Dosemealtı,Yenikoy,655582047,150,145.0,1100 TL,https://aycicekgayrimenkul.sahibinden.com/,AYÇİÇEK GAYRİMENKUL,655582047,02 Şubat 2019
806,Belirtilmemiş,Var,1,3,Yüksek Giriş,700,Hayır,Klima,3,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-ahatli-mah.ulusoy-caddesinde-giris-daire-acil-kiraliktir-654643493/detay,AHATLI MAH.ULUSOY CADDESINDE GIRIS DAIRE ACIL KIRALIKTIR.,Kepez,Ahatlı,654643493,60,55.0,725 TL,https://yarbasemlak.sahibinden.com/,YARBAŞ EMLAK,654643493,31 Ocak 2019
807,20,Var,2,5-10 arası,Kot 3,1.500,Hayır,Klima,3,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-dairemiz-yarin-aksama-kadar-opsuyonludur-620043095/detay,dairemiz yarin aksama kadar opsuyonludur,Alanya,Alanya,620043095,180,180.0,1300 TL,https://obagayrimenkulalanya.sahibinden.com/,OBA GAYRİMENKUL ALANYA,620043095,01 Şubat 2019
808,Belirtilmemiş,Var,1,2,Yüksek Giriş,750,Evet,Klima,3,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-esyali-1-plus1-giris-daire-sutculer-ve-yesil-irmak-caddesi-arasinda-654640033/detay,EŞYALI 1+1 GİRİŞ DAİRE SÜTÇÜLER VE YEŞİL IRMAK CADDESİ ARASINDA,Kepez,Sutculer,654640033,65,55.0,750 TL,https://isabetemlakant.sahibinden.com/,İSABET İNŞAAT& EMLAK,654640033,31 Ocak 2019
809,Belirtilmemiş,Var,1,4,3,Belirtilmemiş,Evet,Klima,10,Boş,2+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-lara-da-denize-yurume-mesafesinde-full-esyali-muhtesem-rezidans-541061605/detay,LARA 'DA DENİZE YÜRÜME MESAFESİNDE FULL EŞYALI MUHTEŞEM REZİDANS,Muratpasa,Lara,541061605,100,,2000 TL,https://agilliglobal.sahibinden.com/,MMA International Investment Management,541061605,30 Ocak 2019
810,0,Var,1,11-15 arası,2,Belirtilmemiş,Hayır,Soba,2,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-dosemealti-bahceyaka-mahallesi-653631606/detay,DÖŞEMEALTI BAHÇEYAKA MAHALLESİ,Dosemealtı,Yenikoy,653631606,130,120.0,550 TL,from owner,from owner,653631606,29 Ocak 2019
811,Belirtilmemiş,Var,1,5-10 arası,Yüksek Giriş,Belirtilmemiş,Hayır,Klima,4,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-tramvay-duraga-yakin-gun-isili-genis-2-plus1-kiralik-daire-632158875/detay,TRAMVAY DURAĞA YAKIN GÜN ISILI GENİŞ 2+1 KİRALIK DAİRE,Muratpasa,Guzeloluk,632158875,95,90.0,900 TL,https://smilingemlak.sahibinden.com/,SMILING EMLAK,632158875,01 Şubat 2019
812,Belirtilmemiş,Var,2,5-10 arası,2,Belirtilmemiş,Evet,Doğalgaz (Kombi),2,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-bilge-den-gursuda-3-plus1-full-esyali-dogalgazli-klimali-dublex-653664069/detay,BİLGE'DEN GÜRSUDA 3+1 FULL EŞYALI DOĞALGAZLI KLİMALI DUBLEX,Konyaaltı,Arapsuyu,653664069,250,200.0,2400 TL,https://byrecgayrimenkul.sahibinden.com/,BİLGE GAYRİMENKUL,653664069,29 Ocak 2019
813,Belirtilmemiş,Var,1,2,Yüksek Giriş,600,Hayır,Klima,4,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kutukcu-koprusunde-2-plus1-90-m2-yuksek-giris-654619342/detay,kütükçü köprüsünde 2+1. 90 m2 yüksek giriş,Kepez,Erenkoy,654619342,100,90.0,600 TL,https://azizogluemlakinsaatotomotiv.sahibinden.com/,AZİZOĞLU EMLAK İNŞAAT OTOMOTİV,654619342,31 Ocak 2019
814,0,Var,1,16-20 arası,Çatı Katı,800,Hayır,Klima,3,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-2-plus1-deniz-mah.buyuk-kapali-teras-653632378/detay,2+1 Deniz Mah.Büyük Kapalı Teras,Muratpasa,Bahcelievler,653632378,250,80.0,800 TL,from owner,from owner,653632378,29 Ocak 2019
816,300,Var,1,4,Yüksek Giriş,1.300,Hayır,Klima,3,Boş,2+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-galeriden-guzelobada-havuz-guvenlik-kapali-garaj-site-ici-2-plus1-656414312/detay,GALERİDEN GÜZELOBADA HAVUZ GÜVENLİK KAPALI GARAJ SİTE İÇİ 2+1,Muratpasa,Lara,656414312,90,90.0,1300 TL,https://galeriemlakantalya.sahibinden.com/,GALERİ GAYRİMENKUL,656414312,04 Şubat 2019
817,0,Var,1,0,2,0,Evet,Klima,4,Boş,Stüdyo (1+0),Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-aidat-yok-depozito-yok-full-esyali-katta-1-plus0-650-tl-656889636/detay,AİDAT YOK DEPOZİTO YOK FULL EŞYALI KATTA 1+0 650 TL,Konyaaltı,Merkez,656889636,50,40.0,650 TL,https://ayazgayrimenkulantalya.sahibinden.com/,Ayaz gayrimenkul,656889636,05 Şubat 2019
819,25,Var,2,4,2,750,Hayır,Klima,4,Boş,3+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-sali-pazari-mevkii-kiralik-3-plus1-sahibinden-653602479/detay,Salı pazarı mevkii kiralık 3+1 sahibinden,Serik,Serik,653602479,160,150.0,750 TL,from owner,from owner,653602479,29 Ocak 2019
820,Belirtilmemiş,Var,1,2,Giriş Katı,Belirtilmemiş,Hayır,Yok,3,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-antalya-konukseverde-1-plus1-kiralik-daire-585903321/detay,ANTALYA KONUKSEVERDE 1+1 KİRALIK DAİRE,Muratpasa,Eskisanayi,585903321,45,40.0,550 TL,https://relax-gayrimenkul.sahibinden.com/,RELAX GAYRİMENKUL,585903321,04 Şubat 2019
822,Belirtilmemiş,Var,1,5-10 arası,1,Belirtilmemiş,Hayır,Klima,3,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-katta-1-plus1-90-m2-ayri-mutfakli-kiralik-daire-655023974/detay,KATTA 1+1 90 M2 AYRI MUTFAKLI KİRALIK DAİRE,Muratpasa,Eskisanayi,655023974,90,85.0,750 TL,https://elvanemlak07.sahibinden.com/,ELVAN EMLAK,655023974,01 Şubat 2019
823,80,Var,1,5-10 arası,6,Belirtilmemiş,Evet,Klima,10,Boş,1+1,,https://www.sahibinden.com/ilan/emlak-konut-kiralik-konyaalti-liman-mah-esyali-kiralik-daire-90m2-1-plus1-605851814/detay,KONYAALTI LİMAN MAH EŞYALI KİRALIK DAİRE 90m2 1+1,Konyaaltı,Arapsuyu,605851814,90,90.0,1100 TL,https://efemlakk.sahibinden.com/,EFE EMLAK,605851814,03 Şubat 2019
824,30,Var,1,5-10 arası,2,900,Hayır,Klima,4,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-liman-merkezi-konumda-2-adet-klimali-642601324/detay,Liman merkezi konumda 2 adet klimali,Konyaaltı,Arapsuyu,642601324,75,70.0,850 TL,https://kutuklugayrimenkul.sahibinden.com/,KÜTÜKLÜ GAYRİMENKUL,642601324,02 Şubat 2019
825,Belirtilmemiş,Var,3,21-25 arası,Bahçe Katı,Belirtilmemiş,Hayır,Klima,2,Boş,4+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-4-plus1-kiralik-bahce-dubleks-ters-dubleks-degildir-642196567/detay,4+1 KİRALIK BAHÇE DUBLEKS (TERS DUBLEKS DEĞİLDİR),Muratpasa,Fener,642196567,200,180.0,3000 TL,https://erdyapigayrimenkul.sahibinden.com/,ERD GAYRİMENKUL,642196567,01 Şubat 2019
826,Belirtilmemiş,Var,1,1,4,Belirtilmemiş,Evet,Klima,4,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-ahatli-da-unive-ana-yola-yakin-1-plus1-sifir-esyali-daire-900-tl-655499517/detay,AHATLI'DA UNIVE ANA YOLA YAKIN 1+1 SIFIR ESYALI DAIRE 900 TL !!!,Kepez,Ahatlı,655499517,60,50.0,900 TL,https://akalingayrimenkul.sahibinden.com/,AKALIN GAYRİMENKUL,655499517,02 Şubat 2019
827,Belirtilmemiş,Var,2,5-10 arası,5,Belirtilmemiş,Hayır,Kat Kaloriferi,8,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-konyaalti-altinkumda-jadeden-3-plus1-arakat-daire-k005674-654547318/detay,KONYAALTI ALTINKUMDA JADEDEN 3+1 ARAKAT DAİRE K005674,Konyaaltı,Arapsuyu,654547318,150,140.0,1500 TL,https://jadeemlak.sahibinden.com/,Jade Emlak,654547318,31 Ocak 2019
828,70,Var,1,26-30 arası,Bahçe Katı,1.650,Hayır,Klima,4,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-gursu-ataturk-bulvari-uzeri-kiralik-3-plus1-bahce-dublex-656845273/detay,GÜRSU ATATÜRK BULVARI ÜZERİ KİRALIK 3+1 BAHÇE DUBLEX,Konyaaltı,Arapsuyu,656845273,120,110.0,1650 TL,https://realtyworldmiagayrimenkul.sahibinden.com/,REALTY WORLD MİA GAYRİMENKUL,656845273,05 Şubat 2019
829,25,Var,1,1,1,1.500,Hayır,Klima,2,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-guzeloba-ozgurluk-bul-uzeri-katta-sifir-2-plus1-temiz-daire-656371244/detay,GÜZELOBA ÖZGÜRLÜK BUL ÜZERİ KATTA SIFIR 2+1 TEMİZ DAİRE,Muratpasa,Lara,656371244,90,85.0,1350 TL,https://haciosmangayrimenkul.sahibinden.com/,HACIOSMAN İNŞAAT&GAYRİMENKUL,656371244,04 Şubat 2019
831,100,Var,2,5-10 arası,4,3.000,Hayır,Klima,4,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-4-plus1-kiralik-ofis-639464235/detay,4+1 KİRALIK OFİS,Muratpasa,Lara,639464235,190,190.0,3000 TL,https://yukselemlak07.sahibinden.com/,YÜKSEL EMLAK,639464235,01 Şubat 2019
832,30,Var,1,4,Kot 1,800,Hayır,Klima,3,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-onal-kiralik-daire-653469614/detay,Önal kiralık daire,Muratpasa,Yenigun,653469614,110,100.0,800 TL,from owner,from owner,653469614,30 Ocak 2019
833,Belirtilmemiş,Var,1,5-10 arası,Kot 2,700,Hayır,Klima,4,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-temel-yatirimdan-kuzeyyaka-da-kiralik-daire-2-plus1-656343951/detay,TEMEL YATIRIMDAN KUZEYYAKA DA KİRALIK DAİRE (2+1),Kepez,Erenkoy,656343951,125,110.0,700 TL,https://tacnurinsaatemlak.sahibinden.com/,TEMEL YATIRIM,656343951,04 Şubat 2019
834,10,Var,2,11-15 arası,3,750,Hayır,Klima,3,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-yeni-tramvay-hatti-yani-dublex-kiralik-654502809/detay,YENİ TRAMVAY HATTI YANI DUBLEX KİRALIK,Kepez,Yeniemek,654502809,150,140.0,750 TL,https://azizemlak.sahibinden.com/,AZİZ EMLAK,654502809,31 Ocak 2019
